year,month,district,community,record_type,elevation_zone,highland,u5_population,rainfall_mm,temperature_min_c,temperature_max_c,temperature_mean_c,frost_days,spi_drought_index,snow_access_risk,diarrhoea_rate_per1000,diarrhoea_cases_u5,ari_rate_per1000,ari_cases_u5,sam_rate_per1000,sam_cases_u5,safe_water_pct,improved_sanit_pct,stunting_pct_dhs,wasting_pct_dhs,mean_altitude_m,urban_pct,risk_score,risk_level
2022,1,Butha-Buthe,Ha Makebe,community,highland,TRUE,1841,104.7,13.5,23.5,18.5,1,5.22,0,437.1,827,399.6,760,7.6,14,100,80.6,13.6,0.8,1821,29.8,74.2,High
2022,1,Butha-Buthe,Mafika-Lisiu,community,highland,TRUE,2216,122,13,23,18,0,3.09,0,455.2,1055,398.2,883,9,21,91.4,72.8,13.6,0.8,1821,29.8,77.3,High
2022,1,Leribe,Hlotse,community,foothill,FALSE,3110,68.2,16.5,26.5,21.5,0,-0.51,0,456.7,1410,243.3,710,12.9,39,91,73.8,11.5,0.7,1725,38,60.1,Medium
2022,1,Leribe,Maputsoe,community,foothill,FALSE,3010,75.2,17.5,27.5,22.5,2,-1.29,0,579.6,1760,337.6,1065,10.2,39,83.4,71.5,11.5,0.7,1725,38,67.6,Medium
2022,1,Leribe,Tsikoane,community,foothill,FALSE,2848,61.9,18.3,28.3,23.3,1,-0.63,0,328.6,932,229.4,636,9.5,29,74.5,80.4,11.5,0.7,1725,38,59.9,Medium
2022,1,Leribe,Makhunoane,community,foothill,FALSE,2906,77.1,18.3,28.3,23.3,0,-0.96,0,261.8,754,396.7,1193,10.9,31,85.4,77.1,11.5,0.7,1725,38,66.9,Medium
2022,1,Leribe,Likila,community,foothill,FALSE,2834,73.3,18.1,28.1,23.1,0,1.01,0,374.1,1088,327.3,964,15.8,46,92.7,80,11.5,0.7,1725,38,65.9,Medium
2022,1,Leribe,Pitseng,community,foothill,FALSE,3160,70.4,18.9,28.9,23.9,0,-1.48,0,402.6,1215,327.2,1038,13,52,91.2,69.6,11.5,0.7,1725,38,65.6,Medium
2022,1,Leribe,Khabo,community,foothill,FALSE,3076,86.2,17.9,27.9,22.9,2,-0.09,0,395.7,1231,183.1,521,11,26,70.6,67.3,11.5,0.7,1725,38,60.6,Medium
2022,1,Leribe,Ngoajane,community,foothill,FALSE,3214,65.6,17.3,27.3,22.3,0,-0.08,0,404.4,1283,334.2,1077,12.6,50,75.7,68,11.5,0.7,1725,38,66.8,Medium
2022,1,Leribe,Ha Lejone,community,foothill,FALSE,3170,63.6,16.8,26.8,21.8,0,-1.18,0,348.9,1075,266.2,843,12.5,37,88.3,77.3,11.5,0.7,1725,38,61.2,Medium
2022,1,Leribe,Mahobong,community,foothill,FALSE,2808,65.2,17.7,27.7,22.7,1,1.31,0,270.3,734,324.9,871,9.5,28,91.9,66.7,11.5,0.7,1725,38,61.3,Medium
2022,1,Leribe,Mokhele,community,foothill,FALSE,2911,72.3,18.9,28.9,23.9,1,0.15,0,524.3,1511,288,844,9.7,24,100,75.8,11.5,0.7,1725,38,62.6,Medium
2022,1,Leribe,Phafane,community,foothill,FALSE,2833,67.9,17.4,27.4,22.4,0,0.52,0,419.8,1225,309.1,844,10.7,40,80.9,68.1,11.5,0.7,1725,38,65.1,Medium
2022,1,Leribe,Thaba-Phatsoa,community,foothill,FALSE,3043,60.3,18.1,28.1,23.1,1,-1.74,0,534.4,1560,373.9,1201,12.9,41,76.9,72.8,11.5,0.7,1725,38,68.5,Medium
2022,1,Leribe,Ha Mofoka,community,foothill,FALSE,2879,58.3,16.6,26.6,21.6,0,-1.25,0,381.3,1089,322.2,917,12.2,39,86,86.8,11.5,0.7,1725,38,64.2,Medium
2022,1,Mafeteng,Mafeteng Town,community,lowland,FALSE,2763,110.5,17.4,27.4,22.4,0,0.27,0,352.9,978,193.6,515,12.9,34,85,72,14.5,0.5,1663,29.3,63.2,Medium
2022,1,Mafeteng,Mpharane,community,lowland,FALSE,2444,104.1,19.1,29.1,24.1,0,0.52,0,403.2,1027,213.7,546,24.7,70,79,50.4,14.5,0.5,1663,29.3,64.1,Medium
2022,1,Mafeteng,Kolo,community,lowland,FALSE,2629,106,17.4,27.4,22.4,2,0.17,0,722,1878,292.1,762,25,68,58.7,51.2,14.5,0.5,1663,29.3,71.1,High
2022,1,Mafeteng,Tosing,community,lowland,FALSE,2498,85.1,17,27,22,1,0.76,0,450.8,1089,246,642,17.7,40,80.9,63.9,14.5,0.5,1663,29.3,63.4,Medium
2022,1,Mafeteng,Ha Sofonia,community,lowland,FALSE,2534,79,18.9,28.9,23.9,2,-0.03,0,276.4,688,243.7,614,21.4,53,87.9,49.6,14.5,0.5,1663,29.3,59.1,Medium
2022,1,Mafeteng,Ha Ratau,community,lowland,FALSE,2544,81.5,18.4,28.4,23.4,0,0.05,0,446.4,1132,221.9,594,20.7,45,78,48.6,14.5,0.5,1663,29.3,61.7,Medium
2022,1,Mafeteng,Matelile,community,lowland,FALSE,2248,85.7,16.5,26.5,21.5,0,-0.71,0,459.4,1039,253.7,591,16.9,38,80.9,53.1,14.5,0.5,1663,29.3,64,Medium
2022,1,Mafeteng,Likhoele,community,lowland,FALSE,2326,74.4,17.5,27.5,22.5,2,-0.33,0,568.8,1369,240.4,562,24.4,49,76.3,55.2,14.5,0.5,1663,29.3,62.1,Medium
2022,1,Mafeteng,Thabana-Morena,community,lowland,FALSE,2293,77.9,18.6,28.6,23.6,2,2.92,0,492.2,1169,297,673,15.4,30,83.3,45.9,14.5,0.5,1663,29.3,65.4,Medium
2022,1,Mafeteng,Masite,community,lowland,FALSE,2344,110.5,16.8,26.8,21.8,0,0.01,0,466.7,1135,307.3,683,16.6,32,72.8,51.7,14.5,0.5,1663,29.3,71.4,High
2022,1,Mafeteng,Ha Polaki,community,lowland,FALSE,2397,109.9,17.8,27.8,22.8,0,0.16,0,496.8,1154,256.3,580,20.3,44,68.5,60.2,14.5,0.5,1663,29.3,68.5,Medium
2022,1,Maseru,Maseru CBD,community,lowland,FALSE,3260,79.7,16.9,26.9,21.9,0,0.31,0,641,2180,281.9,892,10.5,30,83.6,89.7,9.7,1,1641,61.3,64.7,Medium
2022,1,Maseru,Khubetsoana,community,lowland,FALSE,3013,91.3,16.9,26.9,21.9,2,0.82,0,534.7,1635,343.3,1031,4.8,8,97.9,70.6,9.7,1,1641,61.3,68.8,Medium
2022,1,Maseru,Mafeteng,community,lowland,FALSE,3170,85.3,17.9,27.9,22.9,0,-0.63,0,618.7,1986,487.1,1514,8.2,37,100,80.4,9.7,1,1641,61.3,71.4,High
2022,1,Maseru,Nazareth,community,lowland,FALSE,3526,95.3,17.6,27.6,22.6,0,2.3,0,550.5,1992,532.1,1923,7.3,27,100,80.1,9.7,1,1641,61.3,72.7,High
2022,1,Maseru,Ha Foso,community,lowland,FALSE,3534,103,17.2,27.2,22.2,0,1.18,0,591.7,2080,582.9,2014,8.9,42,96,95.3,9.7,1,1641,61.3,74.1,High
2022,1,Maseru,Qoaling,community,lowland,FALSE,3262,115.1,16.9,26.9,21.9,1,3.51,0,666.3,2144,408,1301,6.2,19,81.4,64.9,9.7,1,1641,61.3,77,High
2022,1,Maseru,Sekhutlong,community,lowland,FALSE,3448,97.6,17.3,27.3,22.3,0,1.39,0,705.9,2367,405.3,1385,8.3,34,88.3,78.2,9.7,1,1641,61.3,74.1,High
2022,1,Maseru,Ha Thetsane,community,lowland,FALSE,3271,92.2,16.2,26.2,21.2,1,1.31,0,629.2,2019,386.2,1272,8.3,19,100,74.4,9.7,1,1641,61.3,71.4,High
2022,1,Maseru,Phelindaba,community,lowland,FALSE,3458,87.8,17.6,27.6,22.6,0,1.69,0,373.9,1293,324.9,1094,8.7,30,97.6,72.2,9.7,1,1641,61.3,67.2,Medium
2022,1,Maseru,Lithoteng,community,lowland,FALSE,3468,102.4,17.7,27.7,22.7,0,2.44,0,774.1,2625,401.3,1373,8.2,38,100,80.1,9.7,1,1641,61.3,73.6,High
2022,1,Maseru,Ha Matala,community,lowland,FALSE,3270,96.8,18.2,28.2,23.2,0,0.26,0,495.7,1622,477.1,1535,8,22,94.1,76,9.7,1,1641,61.3,73.4,High
2022,1,Maseru,Likotsi,community,lowland,FALSE,3418,105,17.6,27.6,22.6,0,0.84,0,607.1,2007,486.9,1687,7.7,23,96.9,91.6,9.7,1,1641,61.3,74.3,High
2022,1,Maseru,Ha Abia,community,lowland,FALSE,3819,84.9,18.3,28.3,23.3,0,0.38,0,701.9,2735,583.9,2279,6.5,24,82.7,74.3,9.7,1,1641,61.3,72.9,High
2022,1,Maseru,Ha Tsolo,community,lowland,FALSE,3393,103.2,17.5,27.5,22.5,0,0.84,0,443.1,1519,424.2,1429,8.3,24,100,89.5,9.7,1,1641,61.3,73.8,High
2022,1,Maseru,Ha Seshote,community,lowland,FALSE,3528,89.2,18.1,28.1,23.1,0,-0.66,0,640.5,2198,473,1739,8.4,35,92.2,81.7,9.7,1,1641,61.3,72.6,High
2022,1,Maseru,Koalabata,community,lowland,FALSE,3615,85.2,18.8,28.8,23.8,0,-0.55,0,377.5,1321,459.8,1684,7.3,29,98.5,71,9.7,1,1641,61.3,71.5,High
2022,1,Mohale's Hoek,Mohale's Hoek Town,community,lowland,FALSE,2306,93.7,15.4,25.4,20.4,0,1.71,0,244.9,579,247,616,31.7,74,78.1,62.5,20.2,0.9,1713,30.2,58.5,Medium
2022,1,Mohale's Hoek,Qhalasi,community,lowland,FALSE,2445,104.2,17.1,27.1,22.1,1,1.41,0,282.4,692,383.6,886,25.9,57,95.4,50.3,20.2,0.9,1713,30.2,71.2,High
2022,1,Mohale's Hoek,Mpiti,community,lowland,FALSE,2421,104.6,16.9,26.9,21.9,0,2.19,0,245.1,572,438.9,1032,28.9,68,82.4,44.1,20.2,0.9,1713,30.2,69.1,Medium
2022,1,Mohale's Hoek,Likila,community,lowland,FALSE,2700,114.2,17.1,27.1,22.1,1,0.13,0,294.1,803,266.6,745,27.8,71,100,57.4,20.2,0.9,1713,30.2,66.2,Medium
2022,1,Mohale's Hoek,Ha Sofonia,community,lowland,FALSE,2123,99,17.1,27.1,22.1,1,-0.2,0,182,387,268.4,576,29.1,59,81.3,57.2,20.2,0.9,1713,30.2,52.9,Medium
2022,1,Mohale's Hoek,Mphaki,community,lowland,FALSE,2172,108.4,15.5,25.5,20.5,0,1.63,0,297.6,634,275.3,593,22.3,51,83.3,57.4,20.2,0.9,1713,30.2,67.9,Medium
2022,1,Mohale's Hoek,Ketane,community,lowland,FALSE,2540,96.8,16.3,26.3,21.3,0,0.62,0,281.2,692,330.2,850,26.9,60,100,50.9,20.2,0.9,1713,30.2,66.3,Medium
2022,1,Mohale's Hoek,Phamong,community,lowland,FALSE,2155,102.2,15.8,25.8,20.8,1,-0.11,0,330.7,726,157.2,350,47.6,87,88.1,58.2,20.2,0.9,1713,30.2,59.5,Medium
2022,1,Mohale's Hoek,Tosing,community,lowland,FALSE,2176,98.7,17,27,22,0,0.23,0,308,634,243.1,568,32.2,87,79.7,53.8,20.2,0.9,1713,30.2,65.2,Medium
2022,1,Mohale's Hoek,Ha Ntsie,community,lowland,FALSE,2342,108.7,18,28,23,1,1.6,0,250.1,551,256.9,597,27,74,89.7,45.7,20.2,0.9,1713,30.2,60.6,Medium
2022,1,Mohale's Hoek,Ha Ramarothole,community,lowland,FALSE,1893,109.8,17.3,27.3,22.3,2,8.58,0,358.3,657,225.2,409,24.1,48,76.3,45.8,20.2,0.9,1713,30.2,65.8,Medium
2022,1,Mokhotlong,Mokhotlong Town,community,highland,TRUE,2405,87.4,17.1,27.1,22.1,0,-0.89,0,271.6,629,143,326,38.7,96,93.9,54.4,16.9,1.6,2348,16.8,52.8,Medium
2022,1,Mokhotlong,Sanquebethu,community,highland,TRUE,2376,84.2,18.3,28.3,23.3,0,-0.48,0,246.7,599,128,305,28.8,56,91.1,65.8,16.9,1.6,2348,16.8,48.8,Medium
2022,1,Mokhotlong,Mapholaneng,community,highland,TRUE,2271,94.1,16.3,26.3,21.3,0,0.7,0,406.9,937,237.2,529,32.1,80,87.1,35.5,16.9,1.6,2348,16.8,63.5,Medium
2022,1,Mokhotlong,Sani Top,community,highland,TRUE,2358,73.8,16.9,26.9,21.9,0,-0.45,0,266.9,662,145.2,344,27,59,87,58.4,16.9,1.6,2348,16.8,51.2,Medium
2022,1,Mokhotlong,Tlhanyaku,community,highland,TRUE,2285,87.1,15.4,25.4,20.4,0,1.99,0,280.5,634,203,478,25,46,95,40.2,16.9,1.6,2348,16.8,57.5,Medium
2022,1,Mokhotlong,Linakaneng,community,highland,TRUE,2638,87.2,15.5,25.5,20.5,0,0.07,0,308.3,794,223.7,603,30.8,80,77.6,45.5,16.9,1.6,2348,16.8,62.6,Medium
2022,1,Mokhotlong,Seforong,community,highland,TRUE,2395,81.3,16,26,21,0,-1.23,0,179.8,408,236.7,561,33.7,78,83.2,54.6,16.9,1.6,2348,16.8,48.1,Medium
2022,1,Mokhotlong,Malingoaneng,community,highland,TRUE,2267,88.8,17,27,22,1,-0.89,0,251,584,201.1,443,32.6,70,74.1,47.7,16.9,1.6,2348,16.8,56,Medium
2022,1,Mokhotlong,Molikaliko,community,highland,TRUE,2312,83.2,16.9,26.9,21.9,0,-1.56,0,250.8,572,250.9,573,40.8,98,78.9,60.2,16.9,1.6,2348,16.8,57.9,Medium
2022,1,Qacha's Nek,Qacha's Nek Town,community,highland,TRUE,2188,113.5,12,22,17,0,-0.19,0,341.3,732,307.5,668,28.7,66,95.8,39.6,20.7,0,1976,28.7,70.2,High
2022,1,Qacha's Nek,Sehlabathebe,community,highland,TRUE,2137,129.3,13.4,23.4,18.4,0,1.97,0,341.9,740,424.1,900,27.8,46,97.5,32,20.7,0,1976,28.7,77.7,High
2022,1,Qacha's Nek,Letšeng,community,highland,TRUE,2432,105.8,13.2,23.2,18.2,1,0.28,0,427.5,1085,465.6,1099,22.5,53,100,35.8,20.7,0,1976,28.7,74.4,High
2022,1,Qacha's Nek,Thaba-Tseka,community,highland,TRUE,2327,122,13.1,23.1,18.1,0,0.7,0,495,1163,255.9,622,31.7,65,86.4,39.7,20.7,0,1976,28.7,68.8,Medium
2022,1,Qacha's Nek,Ha Sekake,community,highland,TRUE,2241,107.2,13.1,23.1,18.1,2,0.61,0,479.5,1065,264.3,614,15.3,31,77.8,38.6,20.7,0,1976,28.7,68.1,Medium
2022,1,Qacha's Nek,Qalo,community,highland,TRUE,2367,94.2,12.1,22.1,17.1,0,-0.28,0,428.2,1009,164.1,417,27.8,77,87.6,49.3,20.7,0,1976,28.7,59.4,Medium
2022,1,Qacha's Nek,Tsoelike,community,highland,TRUE,2055,115,13.1,23.1,18.1,0,-0.15,0,482,957,277.4,581,22.5,41,98.1,37.3,20.7,0,1976,28.7,68.2,Medium
2022,1,Qacha's Nek,Mphaki,community,highland,TRUE,2244,123.3,11.9,21.9,16.9,0,2.38,0,433.3,931,299.7,636,32.3,87,86.6,47.2,20.7,0,1976,28.7,71.9,High
2022,1,Quthing,Quthing Town,community,lowland,FALSE,2221,85.5,15.5,25.5,20.5,0,0.64,0,267,612,167.6,374,18.2,31,95.9,47,20.1,0.9,1743,30.6,53.4,Medium
2022,1,Quthing,Moyeni,community,lowland,FALSE,2148,78.1,15.7,25.7,20.7,1,0.13,0,547.6,1195,178.2,390,12.1,20,94,70.5,20.1,0.9,1743,30.6,57.1,Medium
2022,1,Quthing,Mount Moorosi,community,lowland,FALSE,2216,81.2,15.3,25.3,20.3,0,5.99,0,471.5,1047,190.4,445,21.3,53,96.2,63,20.1,0.9,1743,30.6,58.1,Medium
2022,1,Quthing,Mphaki,community,lowland,FALSE,2144,94.4,16.1,26.1,21.1,0,1.31,0,427.4,934,114.7,251,12.1,31,100,53.7,20.1,0.9,1743,30.6,54.8,Medium
2022,1,Quthing,Tele Bridge,community,lowland,FALSE,2477,111.4,15.3,25.3,20.3,0,0.37,0,477.7,1220,190.7,434,16.4,37,93,71.8,20.1,0.9,1743,30.6,62.4,Medium
2022,1,Quthing,Ha Sempe,community,lowland,FALSE,1956,97.2,16.3,26.3,21.3,0,0.97,0,225.7,447,157.5,315,18.2,38,82.4,55.4,20.1,0.9,1743,30.6,50.7,Medium
2022,1,Quthing,Masitise,community,lowland,FALSE,2109,80.2,15.5,25.5,20.5,0,-1.08,0,397.1,854,132.7,295,25,61,100,59.7,20.1,0.9,1743,30.6,54,Medium
2022,1,Quthing,Likiling,community,lowland,FALSE,1877,82.6,14,24,19,1,-0.25,0,356.5,669,166.7,325,17.3,26,90,68,20.1,0.9,1743,30.6,57.3,Medium
2022,1,Quthing,Chonkong,community,lowland,FALSE,1909,83.7,16,26,21,1,-0.45,0,283.2,514,98.1,190,16.9,29,92.5,49.3,20.1,0.9,1743,30.6,51,Medium
2022,1,Quthing,Ha Makebe,community,lowland,FALSE,1787,87.4,15.6,25.6,20.6,0,1.27,0,322.1,552,185.5,330,14,27,92,61,20.1,0.9,1743,30.6,59,Medium
2022,1,Thaba-Tseka,Thaba-Tseka Town,community,highland,TRUE,2640,84.2,13.7,23.7,18.7,0,-0.78,0,160.6,415,164.4,453,23,57,79.5,48.4,18.8,1.2,2246,12.8,42.3,Low
2022,1,Thaba-Tseka,Katse,community,highland,TRUE,2344,91.2,13.5,23.5,18.5,1,0.76,0,212.9,518,145.6,305,24.3,69,60.7,50.2,18.8,1.2,2246,12.8,49.9,Medium
2022,1,Thaba-Tseka,Semongkong,community,highland,TRUE,2241,78.7,14.1,24.1,19.1,0,-0.1,0,172.7,403,122.9,266,23.2,45,76.3,48.4,18.8,1.2,2246,12.8,40.6,Low
2022,1,Thaba-Tseka,Mahobong,community,highland,TRUE,2574,57,14.2,24.2,19.2,1,-0.84,0,182.6,476,137.6,347,18.2,54,75.3,40.5,18.8,1.2,2246,12.8,39.9,Low
2022,1,Thaba-Tseka,Mapoteng,community,highland,TRUE,2703,87.7,13.3,23.3,18.3,2,-0.27,0,147.2,399,129.9,378,24.7,72,74.7,58.6,18.8,1.2,2246,12.8,39.6,Low
2022,1,Thaba-Tseka,Likalaneng,community,highland,TRUE,2151,80.9,13.5,23.5,18.5,0,-1.24,0,234.9,536,157.1,323,21.7,35,74.6,46,18.8,1.2,2246,12.8,50.5,Medium
2022,1,Thaba-Tseka,Mokhele,community,highland,TRUE,2720,77.4,12.7,22.7,17.7,0,-0.81,0,231.7,640,125.1,350,26.5,77,77.2,59.1,18.8,1.2,2246,12.8,47.6,Medium
2022,1,Thaba-Tseka,Linakaneng,community,highland,TRUE,2349,81,13.1,23.1,18.1,1,1.46,0,209.8,511,120.6,269,23.6,59,70.5,44.6,18.8,1.2,2246,12.8,45.8,Medium
2022,1,Thaba-Tseka,Nkau,community,highland,TRUE,2341,67.5,12.8,22.8,17.8,0,-1.09,0,178.5,477,136.5,338,22.5,55,61.7,59.9,18.8,1.2,2246,12.8,42.2,Low
2022,1,Thaba-Tseka,Ha Lejone,community,highland,TRUE,2371,83.2,15.1,25.1,20.1,0,-1.23,0,179.6,414,136.4,312,23,60,75.2,64.1,18.8,1.2,2246,12.8,42.8,Low
2022,1,Thaba-Tseka,Semonkong,community,highland,TRUE,2078,92.2,13.2,23.2,18.2,0,-0.96,0,226,453,118.2,245,33.6,70,70.9,44.9,18.8,1.2,2246,12.8,49,Medium
2022,1,Thaba-Tseka,Ha Mofoka,community,highland,TRUE,2219,74.6,13.5,23.5,18.5,1,-1.14,0,175,396,176.1,365,23.2,46,63.3,48.5,18.8,1.2,2246,12.8,44.9,Low
2022,2,Berea,Teyateyaneng,community,foothill,FALSE,2182,92.2,17.1,27.1,22.1,2,-0.03,0,495.3,1143,281.8,574,10.7,16,81.3,66.1,16.9,0.7,1707,38.6,66.6,Medium
2022,2,Berea,Roma,community,foothill,FALSE,2484,99.1,15.1,25.1,20.1,2,-0.28,0,457.5,1160,205.8,522,13.3,36,84.6,69.5,16.9,0.7,1707,38.6,62.5,Medium
2022,2,Berea,Mapoteng,community,foothill,FALSE,1891,93.2,14.8,24.8,19.8,1,0.69,0,382.9,674,208.6,386,22.3,45,91.5,61.9,16.9,0.7,1707,38.6,61.2,Medium
2022,2,Berea,Kolonyama,community,foothill,FALSE,2423,100,13.7,23.7,18.7,0,0.55,0,365.5,916,231.5,563,22.9,43,77.8,68.7,16.9,0.7,1707,38.6,64.8,Medium
2022,2,Berea,Ha Thetsane,community,foothill,FALSE,2517,76.2,15.9,25.9,20.9,1,-0.27,0,558.8,1446,192.4,521,21.9,51,84.2,59.1,16.9,0.7,1707,38.6,58.6,Medium
2022,2,Berea,Peka,community,foothill,FALSE,2079,101.1,13.7,23.7,18.7,1,1.64,0,469.7,962,204.2,417,17.5,34,91.5,49.5,16.9,0.7,1707,38.6,62,Medium
2022,2,Berea,Kolo,community,foothill,FALSE,2740,91.3,15.2,25.2,20.2,1,2.49,0,468.2,1263,240.8,659,11.1,36,96.5,80.7,16.9,0.7,1707,38.6,62.5,Medium
2022,2,Berea,Morija,community,foothill,FALSE,2373,85.2,13.2,23.2,18.2,1,0.88,0,393.2,936,221.4,507,18.5,41,87,69.8,16.9,0.7,1707,38.6,61.4,Medium
2022,2,Berea,Makhoakhoeng,community,foothill,FALSE,2432,94.4,16.7,26.7,21.7,2,1.81,0,555.1,1363,141.1,338,16.5,49,87.6,69.1,16.9,0.7,1707,38.6,57.5,Medium
2022,2,Berea,Nkau,community,foothill,FALSE,2424,107,16,26,21,2,0.59,0,536.4,1285,296.2,722,22.4,58,81.3,72.2,16.9,0.7,1707,38.6,69.5,Medium
2022,2,Berea,Ha Lejone,community,foothill,FALSE,2084,95.3,15.2,25.2,20.2,0,0.01,0,296.6,608,308.3,680,19.6,40,84.1,94.6,16.9,0.7,1707,38.6,68,Medium
2022,2,Berea,Thaba Bosiu,community,foothill,FALSE,2294,100.9,15.4,25.4,20.4,0,1.85,0,571.2,1323,248.6,583,7,18,85.3,67.4,16.9,0.7,1707,38.6,65.3,Medium
2022,2,Butha-Buthe,Butha-Buthe Town,community,highland,TRUE,2395,72.1,11.3,21.3,16.3,0,-1.98,0,533.2,1298,166.6,369,20,52,93.6,64.4,13.6,0.8,1821,29.8,56.2,Medium
2022,2,Butha-Buthe,Motete,community,highland,TRUE,1979,65.3,11.6,21.6,16.6,1,0.01,0,549.4,1067,250.1,479,19.8,41,88.6,66.1,13.6,0.8,1821,29.8,61,Medium
2022,2,Butha-Buthe,Hololo,community,highland,TRUE,2281,70.3,12.2,22.2,17.2,0,-1.69,0,614.2,1404,255,562,23.1,48,81.2,77.5,13.6,0.8,1821,29.8,62.5,Medium
2022,2,Butha-Buthe,Khabo,community,highland,TRUE,2074,63.8,12.3,22.3,17.3,0,-1.8,0,488.9,951,315.5,673,13,19,87.7,64.5,13.6,0.8,1821,29.8,64.8,Medium
2022,2,Butha-Buthe,Ha Nqosa,community,highland,TRUE,2172,65.2,11.9,21.9,16.9,0,-1.05,0,525.5,1141,259.4,573,17.3,41,79.7,78.9,13.6,0.8,1821,29.8,62.3,Medium
2022,2,Butha-Buthe,Fobane,community,highland,TRUE,2112,69.2,11.2,21.2,16.2,0,-1.86,0,501,1058,286.5,602,16,31,86.6,69.8,13.6,0.8,1821,29.8,64,Medium
